ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
60,0.45455,0,0.090909,0.18182,0.27273
61,0.36364,0,0.090909,0.18182,0.36364
62,0.72727,0,0,0.27273,0
63,0.63636,0,0,0.090909,0.27273
64,0,0.090909,0.090909,0,0.81818
65,0,0.090909,0.090909,0,0.81818
66,0.36364,0,0.090909,0.27273,0.27273
67,0.81818,0,0,0,0.18182
68,0.27273,0,0,0.36364,0.36364
69,0.36364,0,0.27273,0.27273,0.090909
70,0,0,0.090909,0,0.90909
71,0.27273,0,0.090909,0.18182,0.45455
72,0.54545,0,0.090909,0.27273,0.090909
73,0,0,0,0,1
74,0.45455,0,0,0.45455,0.090909
75,0,0,0.090909,0.090909,0.81818
76,0.18182,0,0.18182,0,0.63636
77,0.54545,0,0,0.090909,0.36364
78,0.54545,0,0.090909,0,0.36364
79,0.63636,0,0,0.090909,0.27273
80,0.81818,0,0,0.090909,0.090909
81,0,0.090909,0.090909,0,0.81818
82,0,0,0.090909,0,0.90909
83,0.36364,0,0.27273,0.27273,0.090909
84,0,0,0.27273,0,0.72727
85,0.18182,0,0.090909,0.54545,0.18182
86,0,0.090909,0.27273,0,0.63636
87,0,0,0.27273,0.18182,0.54545
88,0.27273,0,0.090909,0.36364,0.27273
89,0,0,0,0,1
90,0.81818,0,0,0,0.18182
91,0,0.090909,0.090909,0.090909,0.72727
92,0,0.090909,0.090909,0,0.81818
93,0.54545,0,0.090909,0,0.36364
94,0.45455,0,0.090909,0.45455,0
95,0.36364,0,0.36364,0,0.27273
96,0.45455,0,0,0.27273,0.27273
97,0.36364,0,0.090909,0.45455,0.090909
98,0,0.090909,0.090909,0,0.81818
99,0.090909,0,0,0,0.90909
100,0.54545,0,0,0.27273,0.18182
101,0.72727,0,0,0,0.27273
102,0.63636,0,0,0.18182,0.18182
103,0.18182,0,0.090909,0.45455,0.27273
104,0.36364,0,0,0.54545,0.090909
105,0.63636,0,0,0.27273,0.090909
106,0.45455,0,0.090909,0.45455,0
107,0.54545,0,0,0.36364,0.090909
108,0.18182,0,0.090909,0.27273,0.45455
109,0.72727,0,0,0.090909,0.18182
110,0.45455,0,0,0.090909,0.45455
111,0.54545,0,0.090909,0.27273,0.090909
112,0.45455,0,0,0.27273,0.27273
113,0.54545,0,0,0.36364,0.090909
114,0.36364,0,0,0.54545,0.090909
115,0,0,0,0,1
116,0.63636,0,0,0.27273,0.090909
117,0.54545,0,0.090909,0.18182,0.18182
118,0,0,0.27273,0.54545,0.18182
119,0.45455,0,0,0.45455,0.090909
120,0.72727,0,0,0.090909,0.18182
121,0.81818,0,0,0,0.18182
122,0.81818,0,0,0,0.18182
123,0.54545,0,0,0.18182,0.27273
124,0,0.090909,0,0,0.90909
125,0.36364,0,0,0.18182,0.45455
126,0.54545,0,0.090909,0.18182,0.18182
127,0.72727,0,0,0,0.27273
128,0.81818,0,0,0.090909,0.090909
129,0.72727,0,0,0.090909,0.18182
130,0.54545,0,0,0.18182,0.27273
131,0.45455,0,0,0.27273,0.27273
132,0.63636,0,0.090909,0.090909,0.18182
133,0.36364,0,0.18182,0,0.45455
134,0.72727,0,0,0.18182,0.090909
135,0.45455,0,0.090909,0.36364,0.090909
136,0.45455,0,0.090909,0.36364,0.090909
137,0.18182,0,0.090909,0.45455,0.27273
138,0,0,0,0,1
139,0.81818,0,0,0.18182,0
140,0.54545,0,0.090909,0.18182,0.18182
141,0.45455,0,0.090909,0.36364,0.090909
142,0.27273,0,0.090909,0,0.63636
143,0.45455,0,0.090909,0.27273,0.18182
144,0.72727,0,0,0.27273,0
145,0.27273,0,0.090909,0.36364,0.27273
146,0.27273,0,0,0.45455,0.27273
147,0.54545,0,0,0.36364,0.090909
148,0.45455,0,0,0.36364,0.18182
149,0,0,0.090909,0,0.90909
150,0,0,0,0,1
151,0.63636,0,0,0,0.36364
152,0,0,0.18182,0,0.81818
153,0.45455,0,0.090909,0.36364,0.090909
154,0.090909,0,0.18182,0.36364,0.36364
155,0.54545,0,0,0.27273,0.18182
156,0.72727,0,0.090909,0.090909,0.090909
157,0.63636,0,0,0.27273,0.090909
158,0,0.090909,0,0,0.90909
159,0.81818,0,0,0.090909,0.090909
160,0.18182,0.090909,0,0.27273,0.45455
161,0.54545,0,0.090909,0.27273,0.090909
162,0.54545,0,0,0.18182,0.27273
163,0.18182,0,0.27273,0.090909,0.45455
164,0.81818,0,0,0.090909,0.090909
165,0.18182,0,0.090909,0.63636,0.090909
166,0.81818,0,0,0.090909,0.090909
167,0.45455,0,0,0.27273,0.27273
168,0.54545,0,0.090909,0.27273,0.090909
169,0.63636,0,0,0.36364,0
170,0.45455,0,0,0.45455,0.090909
171,0,0,0.18182,0,0.81818
172,0.36364,0,0.090909,0.36364,0.18182
173,0.63636,0,0,0.18182,0.18182
174,0.63636,0,0,0.18182,0.18182
175,0.18182,0,0,0.36364,0.45455
176,0.090909,0,0.090909,0,0.81818
177,0.72727,0,0,0.27273,0
178,0.63636,0,0,0.18182,0.18182
179,0.54545,0,0.090909,0.18182,0.18182
180,0.27273,0,0.090909,0,0.63636
181,0,0.090909,0.090909,0,0.81818
182,0.27273,0,0.090909,0,0.63636
183,0.45455,0,0.090909,0.27273,0.18182
184,0.45455,0,0,0.090909,0.45455
185,0.54545,0,0.090909,0.27273,0.090909
186,0.36364,0,0,0.54545,0.090909
187,0,0,0.090909,0,0.90909
188,0.36364,0,0.090909,0.45455,0.090909
189,0.54545,0,0,0.18182,0.27273
190,0.36364,0,0.18182,0.36364,0.090909
191,0.36364,0,0,0.27273,0.36364
192,0.36364,0,0.090909,0.27273,0.27273
193,0.27273,0,0.45455,0.27273,0
194,0.63636,0,0,0.090909,0.27273
195,0.36364,0,0.090909,0.36364,0.18182
196,0.72727,0,0,0.090909,0.18182
197,0.54545,0,0.18182,0,0.27273
198,0.36364,0,0.27273,0.27273,0.090909
199,0.45455,0,0,0.27273,0.27273
200,0.36364,0,0,0.27273,0.36364
201,0,0.090909,0,0,0.90909
202,0.72727,0,0,0.27273,0
203,0.27273,0,0.090909,0.45455,0.18182
204,0.81818,0,0,0.090909,0.090909
205,0,0,0.090909,0.36364,0.54545
206,0.54545,0,0.090909,0.27273,0.090909
207,0.36364,0,0.18182,0.27273,0.18182
208,0.18182,0,0,0.18182,0.63636
209,0.54545,0,0,0.090909,0.36364
210,0.63636,0,0,0.18182,0.18182
211,0.090909,0,0,0,0.90909
212,0.63636,0,0,0.27273,0.090909
213,0.27273,0,0.090909,0.45455,0.18182
214,0.18182,0,0.090909,0.45455,0.27273
215,0,0,0.090909,0,0.90909
216,0.63636,0,0,0,0.36364
217,0.18182,0.090909,0.090909,0.27273,0.36364
218,0.81818,0,0,0.090909,0.090909
219,0.45455,0,0,0.45455,0.090909
220,0.45455,0,0,0.27273,0.27273
221,0.45455,0,0.18182,0.18182,0.18182
222,0,0.090909,0.090909,0,0.81818
223,0.36364,0.090909,0,0.090909,0.45455
224,0.54545,0,0.090909,0.27273,0.090909
225,0,0,0.090909,0.45455,0.45455
226,0.72727,0,0,0.090909,0.18182
227,0.18182,0,0.090909,0,0.72727
228,0.18182,0,0.090909,0,0.72727
229,0.36364,0,0.27273,0.27273,0.090909
230,0,0,0.090909,0,0.90909
231,0.72727,0,0,0.090909,0.18182
232,0.45455,0,0,0.36364,0.18182
233,0,0,0.090909,0,0.90909
234,0.090909,0,0,0.36364,0.54545
235,0.45455,0,0,0.36364,0.18182
236,0.63636,0,0.090909,0.090909,0.18182
237,0.54545,0,0.090909,0.18182,0.18182
238,0,0,0.27273,0.27273,0.45455
239,0.54545,0,0.090909,0.27273,0.090909
240,0.90909,0,0,0,0.090909
241,0.54545,0,0,0.18182,0.27273
242,0.45455,0,0,0.45455,0.090909
243,0.54545,0,0,0,0.45455
244,0.72727,0,0,0,0.27273
245,0.45455,0,0.090909,0.27273,0.18182
246,0.45455,0,0.090909,0.18182,0.27273
247,0.63636,0,0,0.27273,0.090909
248,0.81818,0,0,0,0.18182
249,0.090909,0,0,0.54545,0.36364
250,0.72727,0,0,0,0.27273
251,0,0,0.27273,0.27273,0.45455
252,0.63636,0,0,0.27273,0.090909
253,0,0,0.27273,0,0.72727
254,0.45455,0,0.090909,0.18182,0.27273
255,0,0,0.090909,0,0.90909
256,0.54545,0,0,0.36364,0.090909
257,0.63636,0,0,0,0.36364
258,0.72727,0,0,0.090909,0.18182
259,0.72727,0,0,0.27273,0
260,0.54545,0,0,0.18182,0.27273
261,0.18182,0,0,0.54545,0.27273
262,0.72727,0,0.18182,0.090909,0
263,0.27273,0,0,0.54545,0.18182
264,0.54545,0,0,0.18182,0.27273
265,0.45455,0,0,0.54545,0
266,0.36364,0,0,0.36364,0.27273
267,0.090909,0,0.090909,0.27273,0.54545
268,0,0,0.090909,0,0.90909
269,0,0,0.090909,0,0.90909
270,0.54545,0,0,0.27273,0.18182
271,0,0.090909,0.090909,0,0.81818
272,0.63636,0,0,0,0.36364
273,0.090909,0,0.18182,0.63636,0.090909
274,0.72727,0,0,0,0.27273
275,0.63636,0,0,0.090909,0.27273
276,0,0.090909,0.090909,0,0.81818
277,0,0.090909,0,0,0.90909
278,0.45455,0,0.18182,0,0.36364
279,0.63636,0,0.090909,0,0.27273
280,0.27273,0,0.090909,0.090909,0.54545
281,0.45455,0,0.090909,0.36364,0.090909
282,0.18182,0,0.090909,0.45455,0.27273
283,0,0,0.18182,0.45455,0.36364
284,0.72727,0,0,0.090909,0.18182
285,0.63636,0,0,0.27273,0.090909
286,0.54545,0,0,0.36364,0.090909
287,0,0.090909,0.090909,0,0.81818
288,0,0,0.18182,0,0.81818
289,0.45455,0,0.090909,0.36364,0.090909
290,0.27273,0,0.090909,0.45455,0.18182
291,0.90909,0,0,0,0.090909
292,0.81818,0,0,0,0.18182
293,0.63636,0,0,0,0.36364
294,0,0,0.36364,0.54545,0.090909
295,0.45455,0,0.090909,0.18182,0.27273
296,0,0,0.27273,0.18182,0.54545
297,0.18182,0,0,0.54545,0.27273
298,0.090909,0,0.18182,0.090909,0.63636
299,0.72727,0,0.090909,0.090909,0.090909
300,0.63636,0,0.090909,0.090909,0.18182
301,0.72727,0,0.090909,0.090909,0.090909
302,0.63636,0,0,0.090909,0.27273
303,0.45455,0,0,0.27273,0.27273
304,0.72727,0,0.18182,0,0.090909
305,0,0,0.18182,0.18182,0.63636
306,0.45455,0,0,0.36364,0.18182
307,0.72727,0,0,0.090909,0.18182
308,0.63636,0,0,0.090909,0.27273
309,0.72727,0,0.18182,0,0.090909
310,0.18182,0.18182,0.090909,0,0.54545
311,0.36364,0,0,0.36364,0.27273
312,0.63636,0,0,0,0.36364
313,0,0,0.090909,0,0.90909
314,0.72727,0,0,0.27273,0
315,0,0,0.090909,0,0.90909
316,0.54545,0,0,0.36364,0.090909
317,0.36364,0,0,0.27273,0.36364
318,0.63636,0,0,0.090909,0.27273
319,0.090909,0,0.090909,0,0.81818
320,0.45455,0,0.090909,0.27273,0.18182
321,0.54545,0,0,0.27273,0.18182
322,0,0,0,0,1
323,0,0,0.090909,0,0.90909
324,0.72727,0,0.090909,0,0.18182
325,0.63636,0,0,0.090909,0.27273
326,0.72727,0,0,0.090909,0.18182
327,0.36364,0,0,0.45455,0.18182
328,0.54545,0,0,0.36364,0.090909
329,0.18182,0,0.090909,0.54545,0.18182
330,0,0,0.090909,0.18182,0.72727
331,0.72727,0,0,0.090909,0.18182
332,0,0,0.090909,0,0.90909
333,0.54545,0,0.090909,0.18182,0.18182
334,0.72727,0,0,0.27273,0
335,0,0.090909,0.27273,0,0.63636
336,0.72727,0,0,0,0.27273
337,0,0,0.36364,0,0.63636
338,0.45455,0,0.090909,0.090909,0.36364
339,0.090909,0,0.090909,0.27273,0.54545
340,0.27273,0,0.090909,0.36364,0.27273
341,0.45455,0,0,0,0.54545
342,0.63636,0,0.090909,0.090909,0.18182
343,0,0,0.27273,0.090909,0.63636
344,0.18182,0,0.090909,0.54545,0.18182
345,0.72727,0,0,0.090909,0.18182
346,0.36364,0,0,0.27273,0.36364
347,0.27273,0,0,0.54545,0.18182
348,0.090909,0,0.090909,0,0.81818
349,0.63636,0,0,0.27273,0.090909
350,0.63636,0,0,0.18182,0.18182
351,0.36364,0,0,0.27273,0.36364
352,0,0,0.090909,0,0.90909
353,0.27273,0,0,0.63636,0.090909
354,0.54545,0,0.090909,0.27273,0.090909
355,0.45455,0,0.090909,0.27273,0.18182
356,0,0,0.27273,0,0.72727
357,0.54545,0,0.090909,0.18182,0.18182
358,0.54545,0,0,0.36364,0.090909
359,0.18182,0,0.090909,0.090909,0.63636
360,0.45455,0,0,0.090909,0.45455
361,0.54545,0,0.090909,0.27273,0.090909
362,0,0,0.090909,0.18182,0.72727
363,0.45455,0,0,0.45455,0.090909
364,0.54545,0,0,0.27273,0.18182
365,0.72727,0,0,0.090909,0.18182
366,0.090909,0,0.18182,0,0.72727
367,0.45455,0,0.090909,0.27273,0.18182
368,0,0.090909,0.090909,0,0.81818
369,0,0.090909,0.27273,0,0.63636
370,0.72727,0,0,0.090909,0.18182
371,0.45455,0,0.18182,0.27273,0.090909
372,0.72727,0,0.090909,0.090909,0.090909
373,0.72727,0,0,0.090909,0.18182
374,0.45455,0,0,0.36364,0.18182
375,0,0.090909,0,0,0.90909
376,0.36364,0,0,0.27273,0.36364
377,0.27273,0,0.090909,0.36364,0.27273
378,0.63636,0,0.090909,0.18182,0.090909
379,0.54545,0,0,0.27273,0.18182
380,0.36364,0.090909,0.090909,0.090909,0.36364
381,0.72727,0,0.090909,0,0.18182
382,0,0,0,0,1
383,0,0,0.27273,0,0.72727
384,0,0,0.090909,0,0.90909
385,0.36364,0,0,0.45455,0.18182
386,0.63636,0,0,0.27273,0.090909
387,0,0,0.27273,0,0.72727
388,0.45455,0,0.090909,0.27273,0.18182
389,0.63636,0,0,0.27273,0.090909
390,0.63636,0,0.090909,0.090909,0.18182
391,0,0,0.090909,0.36364,0.54545
392,0,0,0,0,1
393,0.72727,0,0,0.090909,0.18182
394,0,0.090909,0.18182,0.090909,0.63636
395,0.54545,0,0,0.36364,0.090909
396,0.27273,0,0.090909,0.27273,0.36364
397,0,0,0.18182,0.45455,0.36364
398,0.36364,0,0,0,0.63636
399,0.36364,0,0.090909,0.45455,0.090909
400,0.81818,0.090909,0,0.090909,0
401,0.54545,0,0.090909,0,0.36364
402,0.54545,0,0.090909,0.18182,0.18182
403,0.45455,0,0.090909,0.36364,0.090909
404,0,0.090909,0.090909,0,0.81818
405,0.54545,0,0.090909,0,0.36364
406,0.27273,0,0,0.63636,0.090909
407,0.90909,0,0.090909,0,0
408,0.45455,0,0,0.45455,0.090909
409,0.54545,0,0.090909,0.27273,0.090909
410,0,0,0,0,1
411,0,0,0.18182,0.63636,0.18182
412,0.54545,0,0.090909,0.18182,0.18182
413,0.54545,0,0,0.36364,0.090909
414,0.81818,0,0,0.18182,0
415,0.27273,0,0.090909,0.45455,0.18182
416,0.72727,0,0,0.090909,0.18182
417,0.72727,0,0.18182,0,0.090909
418,0.27273,0,0,0.63636,0.090909
419,0.63636,0,0,0.090909,0.27273
420,0.54545,0,0,0.090909,0.36364
421,0.27273,0,0,0.63636,0.090909
422,0,0,0.090909,0,0.90909
423,0,0,0.090909,0,0.90909
424,0.54545,0,0,0.090909,0.36364
425,0.63636,0,0.090909,0.090909,0.18182
426,0,0,0.27273,0.18182,0.54545
427,0.54545,0,0,0,0.45455
428,0,0,0.090909,0,0.90909
429,0,0,0,0.63636,0.36364
430,0,0,0.27273,0,0.72727
431,0.54545,0,0,0.090909,0.36364
432,0.72727,0,0,0.27273,0
433,0.27273,0,0.090909,0.45455,0.18182
434,0.63636,0,0.090909,0.090909,0.18182
435,0,0,0.090909,0,0.90909
436,0,0,0.090909,0,0.90909
437,0.81818,0,0,0.090909,0.090909
438,0.36364,0,0.090909,0.27273,0.27273
439,0,0,0.090909,0,0.90909
440,0.81818,0,0,0.090909,0.090909
441,0,0,0,0,1
442,0.18182,0,0.090909,0.45455,0.27273
443,0.72727,0,0,0.090909,0.18182
444,0.63636,0,0,0.27273,0.090909
445,0.45455,0,0.090909,0.36364,0.090909
446,0.72727,0,0.090909,0.090909,0.090909
447,0.45455,0,0,0.36364,0.18182
448,0.090909,0.090909,0.090909,0,0.72727
449,0.54545,0,0,0,0.45455
450,0,0,0,0.63636,0.36364
451,0,0.090909,0.090909,0,0.81818
452,0.81818,0,0,0.18182,0
453,0.27273,0,0.090909,0.54545,0.090909
454,0,0,0.18182,0,0.81818
455,0.72727,0,0.090909,0.090909,0.090909
456,0.27273,0,0.090909,0.36364,0.27273
457,0.72727,0,0,0.18182,0.090909
458,0.090909,0,0.27273,0.18182,0.45455
459,0.63636,0,0,0.18182,0.18182
460,0,0,0.090909,0,0.90909
461,0.45455,0,0,0.27273,0.27273
462,0.72727,0,0,0.27273,0
463,0,0,0.27273,0,0.72727
464,0,0,0.090909,0.45455,0.45455
465,0.72727,0,0,0.090909,0.18182
466,0.81818,0,0,0.18182,0
467,0,0,0.27273,0.18182,0.54545
468,0.45455,0,0,0.36364,0.18182
469,0.72727,0,0,0.090909,0.18182
470,0.54545,0,0,0,0.45455
471,0.090909,0,0.18182,0,0.72727
472,0,0,0.27273,0,0.72727
473,0.81818,0,0,0.18182,0
474,0.45455,0,0.18182,0.27273,0.090909
475,0.54545,0,0.090909,0.18182,0.18182
476,0.72727,0,0,0,0.27273
477,0,0,0,0,1
478,0.27273,0,0.090909,0.45455,0.18182
479,0,0,0,0,1
480,0.81818,0,0,0.090909,0.090909
481,0,0,0.090909,0.54545,0.36364
482,0,0,0.27273,0.090909,0.63636
483,0.27273,0,0.090909,0.36364,0.27273
484,0,0,0.18182,0.18182,0.63636
485,0.63636,0,0,0.18182,0.18182
486,0,0,0.090909,0.45455,0.45455
487,0.18182,0,0,0.36364,0.45455
488,0.36364,0,0,0.54545,0.090909
489,0.090909,0.090909,0.18182,0,0.63636
490,0,0.090909,0.090909,0,0.81818
491,0,0.090909,0,0,0.90909
492,0,0,0.090909,0.090909,0.81818
493,0.45455,0,0,0.45455,0.090909
494,0.63636,0,0.090909,0.18182,0.090909
495,0,0,0,0.18182,0.81818
496,0.63636,0,0,0.090909,0.27273
497,0.63636,0,0.090909,0.090909,0.18182
498,0.45455,0,0.090909,0.27273,0.18182
499,0.72727,0,0,0,0.27273
500,0.45455,0,0,0.27273,0.27273
501,0.72727,0,0,0,0.27273
502,0.45455,0,0,0.27273,0.27273
503,0.72727,0,0.090909,0,0.18182
504,0.54545,0,0,0.18182,0.27273
505,0.45455,0,0.090909,0.36364,0.090909
506,0.45455,0,0.090909,0.45455,0
507,0,0,0,0.27273,0.72727
508,0.27273,0,0.090909,0.36364,0.27273
509,0.72727,0,0,0.18182,0.090909
510,0.81818,0,0,0,0.18182
511,0.63636,0,0.090909,0.090909,0.18182
512,0.45455,0,0,0.27273,0.27273
513,0.72727,0,0,0.090909,0.18182
514,0.36364,0,0.36364,0,0.27273
515,0.45455,0,0,0.27273,0.27273
516,0.36364,0,0,0.36364,0.27273
517,0.27273,0,0.090909,0,0.63636
518,0.45455,0,0,0.090909,0.45455
519,0.090909,0,0.090909,0,0.81818
520,0,0,0.18182,0,0.81818
521,0.27273,0,0.090909,0.36364,0.27273
522,0.81818,0,0,0,0.18182
523,0.72727,0,0,0.090909,0.18182
524,0.45455,0,0,0.36364,0.18182
525,0.63636,0,0,0.090909,0.27273
526,0.72727,0,0,0.27273,0
527,0.18182,0,0.090909,0.45455,0.27273
528,0.45455,0,0,0.45455,0.090909
529,0,0,0.090909,0,0.90909
530,0.63636,0,0,0.27273,0.090909
531,0,0.090909,0.090909,0,0.81818
532,0.45455,0,0.090909,0.36364,0.090909
533,0.63636,0,0,0,0.36364
534,0.72727,0,0,0.27273,0
535,0,0,0,0,1
536,0.72727,0,0,0.18182,0.090909
537,0.45455,0,0,0.36364,0.18182
538,0.81818,0,0,0.090909,0.090909
539,0.27273,0,0.090909,0.27273,0.36364
540,0.27273,0,0.27273,0.27273,0.18182
541,0,0,0.27273,0.27273,0.45455
542,0,0,0,0,1
543,0.63636,0,0.090909,0.090909,0.18182
544,0.090909,0,0,0,0.90909
545,0,0,0,0,1
546,0.45455,0,0,0.27273,0.27273
547,0.18182,0.090909,0.090909,0,0.63636
548,0.63636,0,0,0.18182,0.18182
549,0,0.090909,0.18182,0.18182,0.54545
550,0,0,0.27273,0,0.72727
551,0.45455,0,0,0.27273,0.27273
552,0.72727,0,0.18182,0.090909,0
553,0.54545,0,0.18182,0.18182,0.090909
554,0.81818,0,0,0,0.18182
555,0,0,0.27273,0,0.72727
556,0.27273,0,0.090909,0,0.63636
557,0.090909,0,0.090909,0.18182,0.63636
558,0.36364,0,0.090909,0.45455,0.090909
559,0.72727,0,0,0,0.27273
560,0.72727,0,0,0.27273,0
561,0.36364,0,0,0.36364,0.27273
562,0.090909,0,0.090909,0.54545,0.27273
563,0,0,0,0.27273,0.72727
564,0.54545,0,0.090909,0.18182,0.18182
565,0,0,0.090909,0,0.90909
566,0.45455,0,0.090909,0.27273,0.18182
567,0,0,0.27273,0.27273,0.45455
568,0.45455,0,0,0.27273,0.27273
569,0.63636,0,0,0.27273,0.090909
570,0.72727,0,0.18182,0,0.090909
571,0.63636,0,0,0.27273,0.090909
572,0.45455,0,0,0.27273,0.27273
573,0.090909,0,0.18182,0.090909,0.63636
574,0,0,0.27273,0,0.72727
575,0.63636,0,0,0.18182,0.18182
576,0.63636,0,0,0.18182,0.18182
577,0.45455,0,0,0.36364,0.18182
578,0.81818,0,0,0,0.18182
579,0,0.090909,0.090909,0,0.81818
580,0.27273,0,0,0.63636,0.090909
581,0.18182,0,0.090909,0.54545,0.18182
582,0,0,0.090909,0,0.90909
583,0.54545,0,0,0.45455,0
584,0.63636,0,0.090909,0.090909,0.18182
585,0.90909,0,0,0,0.090909
586,0.27273,0.18182,0.27273,0,0.27273
587,0.36364,0,0,0.090909,0.54545
588,0.36364,0,0,0.18182,0.45455
589,0.72727,0,0,0,0.27273
590,0.27273,0,0.090909,0.36364,0.27273
591,0.45455,0,0,0.27273,0.27273
592,0.81818,0,0,0.18182,0
593,0,0,0.090909,0,0.90909
594,0.72727,0,0,0.27273,0
595,0.63636,0,0,0.27273,0.090909
596,0.63636,0,0,0.27273,0.090909
597,0.45455,0,0.090909,0.18182,0.27273
598,0.72727,0,0.18182,0.090909,0
599,0.45455,0,0.090909,0.36364,0.090909
600,0.27273,0,0,0,0.72727
601,0,0,0.090909,0,0.90909
602,0.36364,0,0.090909,0.36364,0.18182
603,0.18182,0,0.18182,0.54545,0.090909
604,0,0,0.090909,0.18182,0.72727
605,0,0,0.090909,0,0.90909
606,0,0.090909,0.090909,0,0.81818
607,0.54545,0.090909,0,0,0.36364
608,0.81818,0,0.090909,0,0.090909
609,0,0,0,0,1
610,0,0,0.090909,0.090909,0.81818
611,0.45455,0,0.090909,0.45455,0
612,0.27273,0,0.090909,0.090909,0.54545
613,0.72727,0,0,0,0.27273
614,0.81818,0,0,0.18182,0
615,0.54545,0,0.090909,0.18182,0.18182
616,0.36364,0,0,0.27273,0.36364
617,0.45455,0,0,0.36364,0.18182
618,0.27273,0,0.090909,0.36364,0.27273
619,0.54545,0,0,0.18182,0.27273
620,0.72727,0,0,0.090909,0.18182
621,0.45455,0,0,0.27273,0.27273
622,0.54545,0,0,0.090909,0.36364
623,0.54545,0,0.090909,0,0.36364
624,0.45455,0,0,0.27273,0.27273
625,0.36364,0,0,0.54545,0.090909
626,0,0,0,0.45455,0.54545
627,0.63636,0,0,0.27273,0.090909
628,0.090909,0,0,0,0.90909
629,0.27273,0,0,0.63636,0.090909
630,0,0,0.090909,0,0.90909
631,0.090909,0,0.18182,0.36364,0.36364
632,0.45455,0,0,0.36364,0.18182
633,0.63636,0,0,0.27273,0.090909
634,0.63636,0,0,0.090909,0.27273
635,0,0.090909,0.090909,0,0.81818
636,0.63636,0,0,0,0.36364
637,0.54545,0,0.090909,0.18182,0.18182
638,0.54545,0,0.090909,0.27273,0.090909
639,0,0,0.18182,0,0.81818
640,0.63636,0,0,0.18182,0.18182
641,0,0,0.27273,0,0.72727
642,0.090909,0,0.090909,0,0.81818
643,0,0.090909,0.090909,0,0.81818
644,0.45455,0,0,0.36364,0.18182
645,0.72727,0,0,0.27273,0
646,0.18182,0,0.090909,0.45455,0.27273
647,0.54545,0,0,0.27273,0.18182
648,0,0,0.18182,0,0.81818
649,0.27273,0,0.090909,0.090909,0.54545
650,0,0.090909,0.090909,0,0.81818
651,0,0,0.18182,0,0.81818
652,0.54545,0,0,0.36364,0.090909
653,0.45455,0,0,0.27273,0.27273
654,0.72727,0,0,0.090909,0.18182
655,0.63636,0,0.090909,0.090909,0.18182
656,0.090909,0,0,0.18182,0.72727
657,0,0,0.18182,0.090909,0.72727
658,0.63636,0,0,0.27273,0.090909
659,0.54545,0,0.090909,0.27273,0.090909
660,0.18182,0,0.090909,0.45455,0.27273
661,0,0,0.090909,0,0.90909
662,0.72727,0,0,0.27273,0
663,0.36364,0,0.27273,0.27273,0.090909
664,0.54545,0,0,0.27273,0.18182
665,0.18182,0,0,0.36364,0.45455
666,0.27273,0,0.090909,0.45455,0.18182
667,0.81818,0,0,0.18182,0
668,0.54545,0,0.090909,0.18182,0.18182
669,0.54545,0,0.090909,0.36364,0
670,0.36364,0,0.090909,0.45455,0.090909
671,0.090909,0,0.090909,0,0.81818
