ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
186,2.51184e-07,0.0103344,0.0518279,0.0690972,0.997759
187,0.0135559,0.00105338,0.00830439,0.00104653,0.98765
188,9.55556e-05,0.00190358,0.0745115,0.0980209,0.686392
189,0.000248037,0.0105031,0.0153518,0.0721283,0.737615
190,0.000256146,0.0103651,0.0240809,0.0619679,0.746911
191,2.25386e-05,0.00120936,0.281732,0.305178,0.688345
192,7.1161e-05,0.00468081,0.156809,0.123418,0.658862
193,0.900526,5.23382e-06,0.0126781,0.0472779,0.104879
194,0.0364449,0.00100987,0.211901,0.00948516,0.733651
195,0.000270387,0.00212271,0.0438688,0.043206,0.626329
196,0.000993437,0.00711103,0.0110871,0.00938067,0.9967
197,0.000100503,0.000875816,0.000305024,0.0995696,0.790714
198,0.0533379,0.00699117,0.00512479,0.322619,0.0869555
199,2.32741e-05,0.00075208,0.0012161,0.277081,0.839655
200,0.145508,2.8392e-05,0.0174787,0.0607582,0.531861
201,0.01833,0.37697,0.0888954,0.0626743,0.989994
202,6.61308e-08,0.00423466,0.126337,0.108332,0.998579
203,0.133491,0.00183863,0.0644783,0.0543854,0.544823
204,0.000164663,4.02652e-05,0.0983939,0.00647619,0.324996
205,0.0594369,0.00164085,0.157961,0.137766,0.505373
206,6.79414e-07,0.00489986,0.0129768,0.016648,0.998076
207,0.00094472,0.00745641,0.0147435,0.014616,0.99693
208,0.160464,0.000154598,0.336161,0.581356,0.174814
209,0.068671,0.00107297,0.0790731,0.107174,0.571973
210,0.317905,4.92398e-05,0.0457083,0.04143,0.116976
211,0.0599041,0.000841116,0.00319159,0.000476226,0.979849
212,0.00454749,0.000883156,0.714211,0.5838,0.642394
213,0.0489987,0.00146348,0.17409,0.134547,0.57595
214,4.35274e-05,3.5834e-05,0.191217,0.00960685,0.803378
215,0.0157882,0.000911203,0.00655631,0.00106536,0.986677
216,1.26567e-05,0.000762674,0.544749,0.0352223,0.804683
217,0.0536171,0.0431492,0.036162,0.00838603,0.869027
218,8.61385e-07,0.0172846,0.0110448,0.0114544,0.997872
219,0.112807,0.00164103,0.070573,0.0646695,0.542329
220,4.64351e-06,0.00173413,0.580813,0.682649,0.715894
221,0.0229495,0.00135856,0.00410754,0.0241299,0.974549
222,0.000270975,0.00743353,0.0458725,0.0014362,0.997983
223,0.188423,0.00123982,0.000778502,0.00306677,0.957423
224,0.000173852,0.00223409,0.0544062,0.0660602,0.624159
225,4.24522e-05,0.000412815,0.996159,0.992204,0.690894
226,6.37806e-05,0.00104054,0.000464972,0.137577,0.811188
227,0.0183375,0.00040475,0.00731605,0.000322705,0.985719
228,0.929452,0.448407,0.17492,0.14848,0.0518894
229,0.0335409,0.00632298,0.00837612,0.425114,0.091499
230,0.0153229,0.0012636,0.00853679,0.000855183,0.98621
231,0.00144586,0.00636147,0.00823187,0.00663599,0.996344
232,0.000366521,3.6491e-05,0.00937124,0.0455476,0.563442
233,0.371966,0.00366149,0.0268046,0.0157206,0.385222
234,0.00943569,0.00127395,0.012278,0.0485861,0.979879
235,0.0203321,0.00621602,0.263191,0.356521,0.682129
236,0.00112559,0.008429,0.0104643,0.00637112,0.996689
237,0.0508477,0.00165417,0.178,0.134934,0.554802
238,0.739728,0.000234308,0.0451979,0.00565083,0.220506
239,0.000173852,0.00223409,0.0544062,0.0660602,0.624159
240,0.0621112,0.0214041,0.0121466,0.00039212,0.0395558
241,0.0580614,0.0011083,0.117881,0.00691325,0.707488
242,1.59952e-05,0.00117761,0.45126,0.370458,0.699061
243,0.0439606,0.0224218,0.0512508,0.00705875,0.773764
244,4.19844e-07,0.00601544,0.0272819,0.0307776,0.99785
245,0.0827673,0.00159797,0.137333,0.0847802,0.554819
246,0.0076524,0.00110443,0.610238,0.475461,0.609157
247,0.000698848,0.00883217,0.0182609,0.011434,0.996759
248,8.91318e-07,0.00399917,0.00731483,0.0145416,0.998012
249,0.0346127,0.00160213,0.174646,0.198818,0.525568
250,0.000944019,0.00696,0.0107264,0.00815876,0.997055
251,0.465151,0.00110714,0.00291817,0.0394389,0.0265962
252,0.0307599,0.0013229,0.256861,0.194443,0.589546
253,0.000316893,0.00925551,0.0461349,0.00128254,0.997843
254,0.00627224,0.00619923,0.0453017,0.726518,0.116251
255,0.0122236,0.000853806,0.00783369,0.00111818,0.988378
256,0.000124289,0.00284924,0.0393661,0.0955783,0.644331
257,0.00653944,0.000705977,0.738317,0.0494529,0.728431
258,9.25617e-07,0.00854974,0.0112927,0.010022,0.997877
259,0.00302628,0.000787913,0.835396,0.668303,0.648306
260,0.0614985,0.00136689,0.153346,0.0059489,0.711038
261,0.175719,0.00146356,0.0646077,0.0425667,0.511228
262,5.19302e-05,0.00904537,0.00454344,0.332474,0.145911
263,0.000161081,0.00231548,0.0387763,0.077284,0.587097
264,0.0444844,2.68017e-05,0.00077943,0.118769,0.757709
265,2.25987e-05,0.00186031,0.259398,0.296275,0.701892
266,0.00018175,0.00499843,0.0597235,0.0424174,0.997286
267,0.0483126,0.00168084,0.233176,0.00951575,0.650081
268,0.0106862,0.001171,0.0123438,0.00119088,0.986772
269,0.00971193,0.336008,0.0838365,0.148982,0.991187
270,0.0340489,0.0287007,0.0470023,0.142077,0.729266
271,0.000250233,0.00731187,0.0495651,0.00154374,0.998002
272,8.81955e-05,0.00441715,0.135229,0.00309264,0.998672
273,0.0963198,0.00195113,0.0976766,0.101052,0.444115
274,0.0944109,0.00183254,0.337004,0.0066527,0.304465
275,2.99441e-05,0.00364359,0.322595,0.00922323,0.998883
276,0.000111351,0.00618189,0.106491,0.00321487,0.99818
277,0.0182822,0.37684,0.0891151,0.062816,0.989997
278,0.0301856,0.0276576,0.0655018,0.0187,0.868887
279,9.96539e-05,0.00445197,0.0483142,0.19696,0.769567
280,0.0247147,0.00111609,0.00344728,0.012048,0.976761
281,5.71321e-05,0.0013094,0.124338,0.153686,0.682792
282,0.000152281,0.00308107,0.0533569,0.993321,0.176272
283,0.7261,0.000176752,0.0503554,0.00630156,0.209041
284,0.00111938,0.00728927,0.00982675,0.00842443,0.996654
285,0.00609401,0.0128306,0.0510358,0.700949,0.126993
286,0.0120426,0.00344035,0.00561426,0.452077,0.675612
287,0.614603,0.75599,0.175592,0.405149,0.384196
288,0.000347546,0.00648683,0.0392594,0.00175259,0.997698
289,0.000156556,0.00181123,0.0514581,0.0702702,0.638466
290,0.0489987,0.00146348,0.17409,0.134547,0.57595
291,0.000343334,0.00706331,0.0440608,0.000928536,0.998369
292,1.38001e-06,0.00804055,0.00704051,0.00920196,0.997753
293,4.13295e-07,0.00302864,0.0174227,0.00141772,0.999023
294,0.000110064,0.00594037,0.085985,0.0692664,0.996932
295,0.00387275,0.0056063,0.0721929,0.804863,0.12212
296,0.716855,0.000235427,0.0382846,0.00632871,0.226526
297,0.0805329,0.0012159,0.146191,0.0906592,0.536825
298,0.00427945,0.00418011,0.0130082,0.108806,0.785911
299,0.000116885,0.0106207,0.0609223,0.121757,0.754616
300,0.000462767,0.00701093,0.0255451,0.0141748,0.997011
301,0.0262986,0.0083781,0.0106472,0.415126,0.100094
302,1.24173e-06,0.00937953,0.00848422,0.00864968,0.997907
303,0.000898148,0.00898133,0.0108168,0.0081493,0.997286
304,0.000102998,0.00178688,0.0841137,0.0986584,0.656839
305,0.0191705,0.0011414,0.40562,0.0217206,0.685447
306,2.7184e-06,0.00255027,0.824307,0.759434,0.998338
307,0.00107572,0.00722937,0.0102303,0.00873193,0.996669
308,5.10178e-07,0.00780281,0.0207714,0.0191903,0.99811
309,0.000205401,0.00206323,0.0434255,0.0552531,0.638665
310,0.00104858,0.0133237,0.012809,0.008962,0.995398
311,0.0234211,0.0191222,0.0818881,0.26113,0.661902
312,4.13295e-07,0.00302864,0.0174227,0.00141772,0.999023
313,0.0147334,0.00125315,0.00888781,0.000886644,0.986273
314,3.51916e-05,0.00118361,0.188864,0.219938,0.694778
315,0.0398854,0.537677,0.0376992,0.367562,0.981988
316,4.56849e-05,3.28866e-05,0.0858494,0.336212,0.552281
317,1.94572e-06,0.00205657,0.026763,0.848498,0.804997
318,0.0395995,0.00102821,0.197566,0.00877667,0.731701
319,0.0164405,0.000726807,0.00333068,0.00148529,0.986541
320,0.0827673,0.00159797,0.137333,0.0847802,0.554819
321,0.000553197,0.00602908,0.0233804,0.018366,0.996615
322,0.0166701,0.335681,0.0818728,0.0658339,0.99133
323,0.684245,0.832965,0.100851,0.390249,0.545133
324,0.146417,0.00856264,0.0435704,0.0809338,0.680449
325,1.71346e-06,0.00696012,0.00613821,0.0075146,0.997555
326,1.33349e-06,0.0092204,0.00780729,0.00721492,0.997786
327,0.512767,6.31621e-05,0.0166563,0.0187764,0.12026
328,0.224899,0.00680692,0.0790168,0.0576894,0.124137
329,0.115297,0.00528838,0.0685724,0.0636803,0.500332
330,0.0211356,0.00168276,0.0032617,0.022229,0.980885
331,7.72853e-07,5.09298e-06,0.914114,0.906797,0.776395
332,0.0118323,0.000465418,0.00588209,0.00148366,0.988006
333,0.00100733,0.00850421,0.011835,0.00791844,0.996883
334,0.0618565,0.00101803,0.200807,0.00614014,0.690476
335,0.0466473,0.00192477,0.201431,0.0103117,0.63724
336,0.000907192,0.00690279,0.0111664,0.00845664,0.997069
337,0.0024246,0.0170185,0.53627,0.151711,0.771965
338,0.111846,0.00716879,0.0290003,0.095717,0.676607
339,0.043106,0.00163951,0.255685,0.0105945,0.653211
340,3.45066e-05,0.008077,0.00918387,0.417053,0.14916
341,1.57795e-07,0.00543799,0.0716367,0.0027115,0.999113
342,0.0010395,0.00829119,0.0113405,0.00684568,0.996719
343,0.00458162,0.000861414,0.646081,0.0861848,0.709609
344,0.100015,0.00511633,0.0797146,0.0728683,0.504928
345,0.000777263,0.00675812,0.0142008,0.0116966,0.996792
346,0.000530615,7.07375e-05,0.0149608,0.0246328,0.997472
347,0.00708066,4.8308e-05,0.584155,0.463643,0.568356
348,0.000815378,0.0108405,0.0141684,0.0122738,0.995943
349,6.22574e-06,0.00197472,0.576089,0.999499,0.264846
350,0.000791325,0.00541018,0.00957535,0.96076,0.170777
351,0.000133299,0.000804909,0.000286188,0.0754289,0.795252
352,0.0167232,0.407279,0.103951,0.0784573,0.989765
353,0.0111481,0.000990372,0.473754,0.384171,0.610478
354,1.65364e-06,0.00589346,0.00527564,0.00749312,0.997869
355,0.127778,0.00176772,0.0884923,0.0563035,0.540968
356,0.00031313,0.00923267,0.0466746,0.00129651,0.997846
357,0.0189136,0.00412379,0.0141192,0.0554173,0.174187
358,0.0516333,0.00122161,0.16541,0.00710038,0.70881
359,0.0466534,0.000649418,0.00157446,0.00923348,0.970728
360,0.0612279,0.00386564,0.201707,0.00549568,0.704181
361,1.72083e-06,0.00594236,0.00506655,0.00722893,0.997859
362,0.113039,0.00361588,0.0418844,0.0913279,0.469828
363,2.92937e-06,0.00100685,0.704818,0.723319,0.757951
364,0.0382052,0.0294041,0.0418319,0.12936,0.726535
365,9.25617e-07,0.00854974,0.0112927,0.010022,0.997877
366,8.57199e-06,0.000241367,0.951815,0.493998,0.992788
367,6.48429e-07,0.0137096,0.0157234,0.630588,0.366859
368,0.0117644,4.58525e-05,0.934664,0.538563,0.297585
369,0.0160537,0.0289262,0.150743,0.0235155,0.733162
370,4.23359e-05,4.43034e-06,0.000761201,0.0160957,0.876776
371,5.39947e-05,0.0102139,0.004667,0.333212,0.135508
372,0.044221,0.00565761,0.178076,0.0120689,0.79467
373,1.38767e-06,0.00929665,0.00749862,0.00696047,0.997776
374,0.00237315,0.00091217,0.769694,0.705145,0.677539
375,0.0143765,0.410134,0.103588,0.0777666,0.990828
376,8.55129e-06,0.00098812,0.513309,0.514279,0.711818
377,0.0404655,0.00820098,0.0063478,0.313011,0.102843
378,0.000168882,0.00464374,0.0612188,0.0587428,0.647452
379,0.000209656,3.13419e-05,0.0125503,0.0660442,0.628692
380,0.0389619,0.00148573,0.00252116,0.00812623,0.974289
381,0.0596827,0.0306859,0.0300858,0.0112139,0.861129
382,0.780176,0.000967083,0.0240236,0.00937743,0.300219
383,0.0335488,0.0370914,0.0416016,0.0176869,0.858937
384,0.00660934,0.00105849,0.0200827,0.00184777,0.987482
385,7.05411e-06,1.54415e-05,0.288352,0.605997,0.714644
386,0.0389904,0.00943919,0.412824,0.238907,0.163895
387,0.000300862,0.00657607,0.0387577,0.00172133,0.997936
388,0.0978059,0.00109828,0.0590616,0.111793,0.563022
389,1.45141e-06,0.00643508,0.00354386,0.012682,0.997727
390,0.00112559,0.008429,0.0104643,0.00637112,0.996689
391,0.0150311,7.55661e-05,0.849868,0.930499,0.229557
392,0.011438,0.395868,0.118455,0.079442,0.991978
393,1.38767e-06,0.00929665,0.00749862,0.00696047,0.997776
394,0.0484897,0.00173143,0.184578,0.00956769,0.65482
395,0.0838254,0.0110156,0.0700466,0.120912,0.661146
396,0.00601804,0.00202247,0.853272,0.672312,0.17901
397,0.0252756,0.000380057,0.0122455,0.402051,0.101675
398,0.0483053,0.00103416,0.00184168,0.00874892,0.970867
399,0.000183122,0.00217978,0.0397987,0.0567849,0.67001
400,0.937046,0.00673693,0.00261709,0.00141876,0.134348
401,4.76624e-07,0.00798665,0.0283241,0.000910699,0.99889
402,0.138066,0.00207811,0.0661236,0.0545565,0.523407
403,0.000150571,0.00160246,0.0501581,0.0700535,0.658089
404,0.000282732,0.00749923,0.0440116,0.00138193,0.997974
405,0.000221099,0.00457652,0.0498149,0.00147016,0.998661
406,0.0494286,0.00125869,0.188905,0.143745,0.536808
407,0.0926848,0.0254285,0.0183153,0.0729034,0.648605
408,6.8458e-07,0.000743564,0.913256,0.907276,0.787385
409,0.00025044,0.00241054,0.0381272,0.0483233,0.614226
410,0.0148339,0.669216,0.113919,0.0641786,0.990335
411,0.850341,0.000313746,0.0156359,0.0600144,0.125283
412,0.00100733,0.00850421,0.011835,0.00791844,0.996883
413,0.125004,0.0107833,0.042799,0.0811301,0.667869
414,0.150843,0.044126,0.00834334,0.0742069,0.764385
415,5.89047e-06,0.000732011,0.703991,0.604232,0.707253
416,1.38767e-06,0.00929665,0.00749862,0.00696047,0.997776
417,6.34445e-05,0.00161529,0.130885,0.14526,0.669331
418,0.0778479,0.00139245,0.124367,0.0975741,0.522879
419,1.14666e-06,0.00922632,0.00919619,0.00929237,0.997926
420,5.4157e-05,0.00103272,0.213454,0.00965997,0.776965
421,0.00026565,2.08017e-05,0.0313781,0.0475077,0.62749
422,0.0197844,0.000790186,0.00563922,0.000858298,0.9855
423,0.0435318,2.37755e-05,6.9087e-05,0.000437025,0.97974
424,0.141028,0.0339685,0.014565,0.0596527,0.598789
425,3.31255e-05,0.00140506,0.255519,0.0150315,0.789279
426,0.73326,0.000239505,0.0353086,0.00587568,0.224866
427,0.0423167,0.0222404,0.0532637,0.00731676,0.774567
428,0.0092795,0.000442173,0.00754518,0.0018536,0.988337
429,0.895518,0.000254202,0.0143669,0.0436437,0.110255
430,0.00029808,0.00656341,0.0391126,0.00173589,0.997939
431,6.65301e-05,0.00107799,0.18031,0.00802701,0.772822
432,3.51916e-05,0.00118361,0.188864,0.219938,0.694778
433,0.119564,0.00179095,0.0726921,0.0605837,0.54843
434,5.92167e-06,0.000471397,0.00729286,0.589003,0.836808
435,0.0134322,0.00105134,0.00838287,0.00105539,0.987663
436,0.0092795,0.000442173,0.00754518,0.0018536,0.988337
437,1.31406e-06,0.0110768,0.0093398,0.00752342,0.997678
438,0.000103948,0.00153691,0.0921262,0.105703,0.62024
439,0.00777689,0.000776246,0.0124274,0.00169175,0.988968
440,6.13265e-06,0.00406306,0.00219771,0.00677309,0.995896
441,0.000290046,0.00726233,0.0338032,0.0299475,0.99657
442,0.000154096,0.00229925,0.0401456,0.066799,0.664666
443,0.000418208,0.0059808,0.0669295,0.00264062,0.290946
444,0.146676,0.00544936,0.120451,0.0865397,0.140418
445,9.66949e-05,0.00251803,0.0735903,0.101111,0.665648
446,0.0420068,0.00926144,0.00652011,0.313726,0.095168
447,1.45021e-07,0.00398887,0.0359818,0.0941862,0.998257
448,0.955971,0.000211752,1.73236e-05,0.0307074,0.199353
449,0.000813831,0.000217424,0.0253841,0.00194602,0.996206
450,0.90274,0.000258462,0.01326,0.0407228,0.109356
451,0.000229963,0.00615217,0.0464366,0.0018219,0.998204
452,2.49137e-07,0.0109686,0.913367,0.958388,0.829695
453,0.128804,0.00395106,0.0942985,0.054376,0.518693
