ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
54,0.165662,0.0257693,0.0298519,0.0344711,0.667455
55,0.00843512,0.0313254,0.21005,0.0382132,0.788992
56,0.332839,0.0053304,0.0609763,0.120983,0.176994
57,0.574981,0.0010755,0.0137208,0.257421,0.162196
58,0.0120236,0.00893194,0.0673261,0.0157357,0.897808
59,0.0110133,0.00744688,0.120286,0.0117543,0.869821
60,0.67493,0.000126402,0.0111684,0.178026,0.193207
61,0.637102,0.00174913,0.0442737,0.031031,0.313896
62,0.276123,0.00149956,0.112138,0.407295,0.161611
63,0.828903,0.000551229,0.0180621,0.211653,0.212505
64,0.0150347,0.023567,0.113375,0.00987972,0.834514
65,0.0144059,0.0236938,0.117921,0.0101908,0.833515
66,0.6485,0.000483569,0.00747255,0.226869,0.128195
67,0.76705,0.00141775,0.00701449,0.0461717,0.251609
68,0.00639696,0.00428222,0.42737,0.648309,0.41688
69,0.555546,0.00128509,0.0119966,0.290836,0.15965
70,0.0138135,0.00723505,0.0975392,0.00997768,0.874084
71,0.136985,0.00325781,0.0795456,0.0112665,0.765093
72,0.692046,0.000575509,0.00607159,0.206165,0.145914
73,0.00945358,0.0284716,0.119227,0.0193743,0.861866
74,0.513338,0.00142051,0.0138406,0.309234,0.174723
75,0.0197396,0.0187813,0.110573,0.00531317,0.865496
76,0.162332,0.0602078,0.0442745,0.040029,0.626383
77,0.781829,0.00160822,0.00890918,0.0364806,0.245001
78,0.46477,0.00594517,0.10637,0.0253198,0.302085
79,0.538462,7.81097e-05,0.00979996,0.226884,0.229098
80,0.789971,0.00399138,0.0104687,0.0785159,0.202147
81,0.015175,0.0235395,0.112407,0.00981335,0.834731
82,0.0136327,0.0184001,0.0801544,0.0158727,0.885386
83,0.611229,0.00124832,0.00950667,0.257885,0.164839
84,0.0155759,0.0280271,0.114208,0.00893484,0.829458
85,0.30803,0.00011128,0.025001,0.445148,0.163505
86,0.017344,0.0214305,0.101886,0.00921865,0.818403
87,0.0406064,0.00331909,0.164729,0.272571,0.472963
88,0.514135,0.000700631,0.0413171,0.268932,0.137663
89,0.0149061,0.0170184,0.106824,0.00691721,0.872479
90,0.844059,0.000784581,0.0113653,0.034599,0.208038
91,0.00401462,0.033155,0.34375,0.0236326,0.794809
92,0.00668696,0.0234007,0.227047,0.0223304,0.835085
93,0.792305,0.00503345,0.0125449,0.0774614,0.196475
94,0.453139,0.00141907,0.0166737,0.331671,0.17806
95,0.51836,0.00636383,0.0606765,0.0202728,0.284703
96,0.527013,9.90655e-05,0.00991155,0.292569,0.18548
97,0.530303,0.000618654,0.0109586,0.304401,0.15988
98,0.0150347,0.023567,0.113375,0.00987972,0.834514
99,0.15893,0.0202817,0.0369749,0.0233437,0.696094
100,0.608538,4.25808e-05,0.00438729,0.278277,0.130999
101,0.742081,0.0017475,0.00999786,0.0700903,0.248404
102,0.724004,0.00322753,0.0111126,0.0536837,0.253886
103,0.402859,0.000883442,0.0249495,0.353067,0.24933
104,0.469922,0.00858715,0.0109666,0.320388,0.168915
105,0.756161,0.00201715,0.00728332,0.0579841,0.230803
106,0.567279,0.00133902,0.0104837,0.262705,0.189513
107,0.528982,0.000369081,0.0202943,0.308067,0.162893
108,0.0491408,0.00427355,0.0715006,0.301261,0.47989
109,0.880604,5.92403e-05,0.00908692,0.0427577,0.252607
110,0.601219,0.000677177,0.0171999,0.201582,0.267837
111,0.48109,0.000527614,0.0150148,0.325393,0.115929
112,0.449244,0.00241215,0.0646149,0.290356,0.156404
113,0.246092,7.00562e-05,0.0838823,0.442166,0.173608
114,0.454521,0.00173003,0.0164694,0.335297,0.196006
115,0.0192522,0.0157276,0.0908798,0.0063776,0.854041
116,0.551617,0.00163946,0.00939786,0.264618,0.210585
117,0.647693,0.000378609,0.00815278,0.235232,0.158866
118,0.0203705,0.0103604,0.16214,0.423059,0.498732
119,0.0422078,0.011082,0.137694,0.754521,0.203189
120,0.575471,0.00512573,0.0984336,0.0184333,0.274818
121,0.770402,0.00141437,0.00688114,0.0455758,0.2522
122,0.780109,0.00217969,0.0112647,0.0407752,0.2206
123,0.769773,0.00136326,0.00895171,0.075019,0.224486
124,0.0126265,0.0175806,0.0730991,0.0135958,0.894421
125,0.171509,0.00343588,0.0422293,0.0259415,0.531959
126,0.742683,7.02083e-06,0.00460786,0.14465,0.191985
127,0.335019,0.00710938,0.17326,0.0294775,0.255703
128,0.784756,0.00414761,0.00838132,0.0316874,0.230452
129,0.761487,0.00155543,0.00821185,0.0591066,0.23427
130,0.769773,0.00136326,0.00895171,0.075019,0.224486
131,0.527013,9.90655e-05,0.00991155,0.292569,0.18548
132,0.768618,0.00191709,0.00870516,0.0508845,0.227298
133,0.641409,0.010655,0.0482271,0.011837,0.311509
134,0.598481,8.73224e-07,0.00517874,0.261082,0.186897
135,0.411134,0.00328435,0.0414917,0.115084,0.177531
136,0.558375,0.000728551,0.00864272,0.261129,0.160133
137,0.620217,0.00193861,0.0183784,0.0848515,0.185669
138,0.0113931,0.0197125,0.0877489,0.0162685,0.901493
139,0.343866,0.000658578,0.0612446,0.369994,0.121324
140,0.521206,0.00169757,0.0140159,0.288638,0.169464
141,0.651892,0.000490781,0.00699044,0.242143,0.147391
142,0.164765,0.035882,0.0290466,0.0230562,0.671015
143,0.386477,8.51985e-05,0.0262212,0.390994,0.115001
144,0.262871,0.000586685,0.0350818,0.496392,0.12259
145,0.524992,0.000862958,0.0437102,0.261969,0.126429
146,0.303764,0.000940568,0.100567,0.392764,0.116657
147,0.559754,0.00025471,0.019258,0.168391,0.242724
148,0.255863,0.00160994,0.0445659,0.477512,0.130286
149,0.0138135,0.00723505,0.0975392,0.00997768,0.874084
150,0.117341,0.0379542,0.0414898,0.0544478,0.642506
151,0.518058,0.0101221,0.0671102,0.0192123,0.233526
152,0.010053,0.0212355,0.173788,0.0185254,0.8162
153,0.670323,0.000470588,0.00606662,0.218977,0.157312
154,0.0492949,0.00957677,0.0706968,0.333893,0.498914
155,0.711987,0.00549436,0.0190456,0.0229236,0.302195
156,0.765256,5.56378e-05,0.00678718,0.135362,0.161757
157,0.350866,0.00179719,0.0267513,0.385181,0.162082
158,0.0173903,0.0300098,0.0873303,0.00653504,0.875492
159,0.722892,0.0024054,0.0190573,0.091361,0.15206
160,0.495468,0.00252882,0.0132069,0.317045,0.182428
161,0.702534,1.92461e-06,0.00361167,0.203387,0.131119
162,0.703107,8.07337e-05,0.0132146,0.17953,0.161587
163,0.110646,0.0204831,0.111402,0.0611074,0.811267
164,0.773521,0.00614189,0.00759789,0.0351535,0.247863
165,0.323199,0.00110254,0.0312164,0.380378,0.235651
166,0.791057,0.00412791,0.0080661,0.0308624,0.231567
167,0.449244,0.00241215,0.0646149,0.290356,0.156404
168,0.595959,0.000607036,0.00931831,0.260358,0.137394
169,0.557463,0.000702037,0.0147424,0.269449,0.16181
170,0.616427,0.0013468,0.00903255,0.248283,0.18506
171,0.00451624,0.0586614,0.422809,0.0435662,0.782282
172,0.593013,0.000830209,0.00925441,0.231994,0.16283
173,0.349875,0.000787762,0.083722,0.391628,0.1181
174,0.29965,0.000810981,0.103616,0.431726,0.114181
175,0.508727,0.00109608,0.0161234,0.301169,0.187857
176,0.118659,0.0451383,0.0427851,0.0502488,0.633256
177,0.146496,0.00292663,0.0847687,0.567167,0.155106
178,0.725136,0.00435938,0.0180358,0.107417,0.197979
179,0.588536,0.00563844,0.0225296,0.0326806,0.286658
180,0.161843,0.00518774,0.0709843,0.0132082,0.662784
181,0.0151656,0.0235414,0.112472,0.00981776,0.834716
182,0.157951,0.0302645,0.0292321,0.0257164,0.678426
183,0.574939,0.0022544,0.0110356,0.227823,0.205631
184,0.07287,0.000418618,0.0209478,0.19879,0.636709
185,0.539736,0.000624931,0.0117594,0.2935,0.132932
186,0.323635,0.000487619,0.0367332,0.440661,0.140725
187,0.0167083,0.0185613,0.104645,0.00801833,0.87841
188,0.586796,0.000600938,0.00868226,0.2705,0.165075
189,0.72712,1.88708e-05,0.00672918,0.155172,0.169838
190,0.659522,0.000342753,0.024432,0.193509,0.141363
191,0.418001,0.000554128,0.0184557,0.389641,0.128449
192,0.554527,0.0015005,0.0129169,0.258661,0.138359
193,0.103558,0.000458524,0.0379942,0.213344,0.503559
194,0.636749,0.00126147,0.0215423,0.043393,0.286627
195,0.689435,0.000787101,0.00602983,0.182251,0.172611
196,0.747522,0.00157035,0.00886602,0.0622092,0.232025
197,0.693009,0.000797024,0.0148346,0.20519,0.104157
198,0.468742,0.00076079,0.0509224,0.329933,0.141494
199,0.58371,0.000923423,0.0204171,0.31237,0.0814316
200,0.644774,0.000112466,0.0041439,0.241909,0.172485
201,0.0150667,0.0164193,0.0666016,0.0117391,0.883524
202,0.454509,0.00373059,0.035135,0.114948,0.219445
203,0.589517,0.00158817,0.00999299,0.236245,0.185405
204,0.685921,7.27244e-07,0.0222852,0.0234055,0.305428
205,0.0475558,0.0045405,0.0811465,0.38287,0.480337
206,0.694305,0.00212878,0.0120035,0.0515818,0.247515
207,0.532613,0.00214388,0.0406786,0.22764,0.171533
208,0.0160485,0.00583914,0.190506,0.485185,0.476982
209,0.505199,0.000866443,0.0110776,0.314511,0.182133
210,0.607326,5.66385e-07,0.00923472,0.202482,0.179291
211,0.0225937,0.0188558,0.129034,0.00894208,0.837531
212,0.213599,0.00196065,0.0527186,0.507341,0.147121
213,0.460959,0.00169585,0.0168843,0.310253,0.172723
214,0.64946,0.000420869,0.0216358,0.0263631,0.305808
215,0.0180202,0.0138765,0.0860759,0.00735471,0.87412
216,0.497972,0.00193485,0.0486209,0.0427474,0.251063
217,0.667792,0.0146463,0.0778408,0.0164904,0.246852
218,0.738199,0.00629197,0.00923233,0.040163,0.241963
219,0.570218,0.00137987,0.0109722,0.275007,0.180297
220,0.248924,0.001416,0.03186,0.486965,0.120167
221,0.0460537,0.00234916,0.0645983,0.249361,0.556014
222,0.0146761,0.0236386,0.115925,0.0100544,0.83395
223,0.198306,0.0330664,0.0393059,0.0341981,0.622959
224,0.649771,0.000589653,0.00738014,0.229742,0.141983
225,0.00162712,0.00906259,0.720166,0.885498,0.323016
226,0.57676,0.000255728,0.0112661,0.304043,0.141015
227,0.0149067,0.0106848,0.0802918,0.00547283,0.86091
228,0.0653238,0.00359629,0.0959547,0.0227084,0.715199
229,0.412274,0.000783214,0.0635633,0.36753,0.136919
230,0.0184394,0.0204391,0.0960458,0.00589742,0.864568
231,0.792285,0.00145135,0.00744518,0.0514028,0.215001
232,0.759212,3.95152e-05,0.00237731,0.184161,0.119528
233,0.0202301,0.0294439,0.107611,0.0110798,0.856168
234,0.0292623,0.0166493,0.246252,0.264989,0.506933
235,0.370118,0.000544297,0.043022,0.358724,0.141491
236,0.768618,0.00191709,0.00870516,0.0508845,0.227298
237,0.463938,0.00174756,0.0176657,0.323804,0.164158
238,0.0968364,0.0304346,0.100166,0.0221104,0.767767
239,0.649771,0.000589653,0.00738014,0.229742,0.141983
240,0.724833,0.00207814,0.036818,0.0152829,0.324992
241,0.682196,0.000924903,0.0150811,0.037592,0.283447
242,0.367939,0.000932491,0.023367,0.369482,0.143067
243,0.672333,0.00682565,0.0644913,0.00907586,0.292319
244,0.665385,0.00318885,0.0160316,0.0715462,0.210181
245,0.518156,0.00232074,0.0139203,0.258269,0.199464
246,0.256927,0.00196264,0.0440351,0.481583,0.144262
247,0.712722,0.00220465,0.0128682,0.0770881,0.224939
248,0.73476,0.0014491,0.0083627,0.0519905,0.24623
249,0.37444,0.000847897,0.0134022,0.443971,0.148212
250,0.745673,0.00174334,0.00980837,0.069208,0.24899
251,0.0667084,0.0143236,0.254261,0.0238739,0.706385
252,0.404714,0.00174579,0.021265,0.346768,0.167335
253,0.0155086,0.0280423,0.114665,0.00896302,0.829354
254,0.234885,0.00112896,0.138596,0.485873,0.131901
255,0.0161983,0.0155749,0.103455,0.00883928,0.882298
256,0.615327,0.00096689,0.0062259,0.247224,0.156214
257,0.419513,0.001138,0.0689442,0.0788618,0.222122
258,0.751779,0.00354025,0.00967714,0.0387861,0.232458
259,0.177558,0.00284301,0.0682179,0.526137,0.160176
260,0.690684,0.00146792,0.0176535,0.0341106,0.286246
261,0.618194,0.00101864,0.0107978,0.220898,0.175243
262,0.507092,0.000348628,0.038178,0.284172,0.12808
263,0.599476,0.000280399,0.00477331,0.307959,0.130747
264,0.594919,0.000515086,0.025255,0.21459,0.16014
265,0.388515,0.000794891,0.0173454,0.36746,0.14532
266,0.569804,0.00173859,0.0199962,0.106018,0.209026
267,0.0779039,0.0419135,0.126353,0.0347995,0.71355
268,0.0155584,0.0208823,0.112566,0.00667617,0.861164
269,0.0107618,0.0127508,0.0732941,0.0206732,0.886017
270,0.754819,0.00366504,0.0127285,0.110941,0.219968
271,0.0141407,0.0237491,0.119946,0.0103291,0.833079
272,0.500639,0.00651949,0.0937973,0.0181425,0.278106
273,0.0616087,0.00559862,0.0577746,0.327476,0.429464
274,0.219365,0.00222905,0.0764276,0.120025,0.385924
275,0.361608,0.00752021,0.161743,0.0317529,0.278752
276,0.00968161,0.024902,0.167987,0.0135791,0.824016
277,0.0150481,0.0164219,0.0666817,0.0117496,0.883503
278,0.606889,0.0116974,0.0982018,0.022157,0.222038
279,0.787816,0.000131051,0.00954153,0.0913481,0.318527
280,0.118268,0.0283175,0.0404433,0.040876,0.696594
281,0.528914,0.000507356,0.0110953,0.300959,0.144647
282,0.298264,0.00173153,0.0341685,0.478074,0.167745
283,0.0941877,0.0143403,0.119037,0.0246722,0.723773
284,0.758046,0.00155915,0.00837076,0.0598684,0.233707
285,0.239988,0.00226707,0.148716,0.466871,0.141723
286,0.589844,0.000522603,0.0192979,0.223311,0.165156
287,0.0100051,0.0309205,0.105361,0.00885447,0.860969
288,0.0157439,0.020071,0.116624,0.0134126,0.827276
289,0.642566,0.000493327,0.0072872,0.247598,0.146538
290,0.460959,0.00169585,0.0168843,0.310253,0.172723
291,0.652021,0.00722306,0.0539543,0.0107889,0.290711
292,0.775784,0.00281118,0.00765841,0.0400611,0.244818
293,0.613899,0.00423419,0.0355306,0.0178437,0.289821
294,0.0513436,0.0423389,0.0980848,0.0992578,0.607465
295,0.196186,0.00116223,0.169123,0.527257,0.127591
296,0.0952205,0.0218325,0.098399,0.0244745,0.74154
297,0.515207,0.00107441,0.0165298,0.27761,0.165343
298,0.0662777,0.00330275,0.0734688,0.0329007,0.749203
299,0.570386,0.000188493,0.010901,0.227287,0.204082
300,0.685568,0.00202196,0.0133412,0.0677434,0.215224
301,0.379234,0.00103477,0.0736161,0.365052,0.145579
302,0.766311,0.00376348,0.00926479,0.0428522,0.252939
303,0.739532,0.00213535,0.0100653,0.072066,0.270481
304,0.59307,0.000589054,0.00890278,0.248487,0.144805
305,0.0516071,0.0212539,0.202276,0.0563053,0.683822
306,0.0621388,0.00158833,0.325811,0.734075,0.107773
307,0.754572,0.00156287,0.00853272,0.0606393,0.233146
308,0.682774,0.00396895,0.0141946,0.0572103,0.239926
309,0.668953,0.000565169,0.00638469,0.207065,0.151672
310,0.138756,0.0490986,0.0361131,0.0353744,0.60723
311,0.585848,0.00197678,0.0257892,0.085947,0.202725
312,0.613899,0.00423419,0.0355306,0.0178437,0.289821
313,0.0181013,0.020487,0.0977369,0.00597779,0.8642
314,0.471632,0.000522314,0.0139954,0.336914,0.139987
315,0.106937,0.0413234,0.0278432,0.0579113,0.736728
316,0.460827,3.31582e-05,0.00863961,0.450103,0.0934348
317,0.362886,4.48282e-05,0.019554,0.429583,0.152027
318,0.646144,0.00125496,0.0206771,0.0421848,0.288019
319,0.0190925,0.00977943,0.0700601,0.00958375,0.868594
320,0.518156,0.00232074,0.0139203,0.258269,0.199464
321,0.693704,0.00171831,0.0138911,0.090607,0.206409
322,0.0122876,0.0127195,0.0765948,0.0133396,0.901742
323,0.0110841,0.0500617,0.104681,0.0135377,0.825862
324,0.831731,0.000153185,0.00886497,0.103534,0.33014
325,0.805208,0.0026233,0.00694305,0.0347479,0.224936
326,0.78261,0.00346381,0.00811875,0.0343915,0.23763
327,0.626308,2.3176e-06,0.00508345,0.231059,0.240026
328,0.575018,7.66877e-06,0.0151375,0.265528,0.140896
329,0.59662,0.000669753,0.00936659,0.264359,0.140307
330,0.0446536,0.00283464,0.0597113,0.262369,0.636281
331,0.132179,4.73272e-05,0.0650321,0.652845,0.108211
332,0.0154902,0.00712998,0.0875397,0.00918149,0.876199
333,0.748066,0.0020882,0.010125,0.0639477,0.241578
334,0.684044,0.00095962,0.0221803,0.0348383,0.267459
335,0.0787864,0.030989,0.127122,0.0403198,0.671044
336,0.742081,0.0017475,0.00999786,0.0700903,0.248404
337,0.00412034,0.0306607,0.390522,0.0219927,0.794929
338,0.537828,0.000776657,0.0305273,0.252709,0.16435
339,0.0739368,0.0422023,0.132893,0.0361979,0.711622
340,0.449858,0.00050589,0.0496262,0.29973,0.139722
341,0.504925,0.0118215,0.0711132,0.0225662,0.276393
342,0.761845,0.00192626,0.00904513,0.0522159,0.226198
343,0.0270712,0.0218944,0.262233,0.0864546,0.641521
344,0.578347,0.00067618,0.0101118,0.275085,0.138799
345,0.724956,0.00159362,0.00997703,0.0672915,0.228595
346,0.495605,1.23004e-05,0.0218659,0.269625,0.205526
347,0.219192,0.000480874,0.0489157,0.501594,0.144752
348,0.120644,0.0450355,0.0420005,0.049603,0.633984
349,0.0845521,0.00264115,0.139524,0.696975,0.154699
350,0.556385,0.000467803,0.0175249,0.234753,0.188479
351,0.652737,0.000154835,0.00936443,0.243776,0.144436
352,0.0135149,0.0184202,0.0808219,0.0159722,0.885237
353,0.296475,0.00159541,0.0347019,0.464793,0.153781
354,0.775802,0.00201838,0.00782857,0.0385786,0.260799
355,0.574939,0.0022544,0.0110356,0.227823,0.205631
356,0.0154225,0.0280618,0.115255,0.00899938,0.829221
357,0.55755,0.00059228,0.0905963,0.0605587,0.229975
358,0.674198,0.00127486,0.0193076,0.0414196,0.279418
359,0.149715,0.0123413,0.0259618,0.0309977,0.660878
360,0.693906,0.00365354,0.0214587,0.0318456,0.281312
361,0.779064,0.00201357,0.00767988,0.0380767,0.261404
362,0.0668147,0.0108217,0.0387683,0.315899,0.496123
363,0.197408,0.000747011,0.0427324,0.55424,0.131518
364,0.765135,0.00363896,0.0120201,0.106975,0.221587
365,0.751779,0.00354025,0.00967714,0.0387861,0.232458
366,0.000431215,0.035047,0.841651,0.124358,0.771322
367,0.66399,0.00795649,0.0240453,0.0255385,0.336799
368,0.00808775,0.0157158,0.657139,0.1602,0.594336
369,0.0106603,0.0335531,0.20968,0.00979601,0.812806
370,0.693971,0.0002142,0.0479404,0.0301631,0.177235
371,0.510087,0.000359273,0.0399049,0.297075,0.121404
372,0.739005,0.000143403,0.0298672,0.0284476,0.238677
373,0.7858,0.00345558,0.00796458,0.0339422,0.238199
374,0.153637,0.00208849,0.0632003,0.589021,0.162474
375,0.0124631,0.0176096,0.074021,0.0137242,0.894213
376,0.312225,0.000587282,0.0292138,0.470659,0.12014
377,0.431579,0.000975389,0.0565934,0.313941,0.158375
378,0.656158,0.00118473,0.00800805,0.216538,0.152423
379,0.710934,4.01758e-05,0.00274581,0.216812,0.13994
380,0.141291,0.0329585,0.0345241,0.0329712,0.694871
381,0.673393,0.0104289,0.0784786,0.0244105,0.244454
382,0.0353422,0.00115174,0.0721339,0.00989163,0.902225
383,0.0134163,0.0432268,0.185172,0.0217485,0.818156
384,0.012409,0.0214851,0.13828,0.00786957,0.856535
385,0.330548,4.92423e-05,0.0140784,0.468861,0.110754
386,0.317416,0.000381764,0.0609395,0.375361,0.153791
387,0.0145843,0.0191786,0.106731,0.0114844,0.840064
388,0.540438,3.96717e-05,0.0196545,0.215416,0.167975
389,0.786602,0.00197353,0.00610805,0.051531,0.23595
390,0.768618,0.00191709,0.00870516,0.0508845,0.227298
391,0.00499477,0.00565009,0.429528,0.70419,0.438774
392,0.0113437,0.0197233,0.0881106,0.0163194,0.901428
393,0.7858,0.00345558,0.00796458,0.0339422,0.238199
394,0.0806737,0.029959,0.118017,0.0369841,0.685754
395,0.620374,0.00135374,0.0196775,0.238977,0.128528
396,0.117499,3.44747e-05,0.0988043,0.62698,0.153734
397,0.0320811,0.00158848,0.197042,0.319726,0.492005
398,0.158817,0.0216994,0.0300425,0.0383965,0.674908
399,0.658961,0.00057795,0.00634688,0.228909,0.172262
400,0.557494,0.00222974,0.00591458,0.218335,0.371122
401,0.642092,0.0122911,0.0414432,0.0119709,0.267209
402,0.592414,0.0016366,0.0104589,0.247725,0.176345
403,0.639809,0.000478712,0.0069616,0.236122,0.154354
404,0.0149697,0.0235798,0.113829,0.00991085,0.834413
405,0.597763,0.00555597,0.0642131,0.0173174,0.321268
406,0.462551,0.00143346,0.0178846,0.320243,0.14859
407,0.740232,0.00200595,0.0139574,0.0593611,0.238988
408,0.110004,0.00081503,0.0828912,0.671461,0.118977
409,0.688014,0.000576885,0.00618935,0.208403,0.145523
410,0.0126541,0.0448812,0.0745708,0.0109155,0.892207
411,0.0751372,0.00476912,0.0434085,0.22813,0.543672
412,0.748066,0.0020882,0.010125,0.0639477,0.241578
413,0.575095,0.00131392,0.0108832,0.229317,0.236261
414,0.767354,0.00318772,0.0125777,0.0902807,0.195577
415,0.266661,0.000457197,0.0436036,0.473902,0.109509
416,0.7858,0.00345558,0.00796458,0.0339422,0.238199
417,0.536757,0.000606419,0.0112363,0.280691,0.14014
418,0.519814,0.00139244,0.0141902,0.285301,0.153485
419,0.759491,0.00378144,0.00962641,0.0439832,0.251755
420,0.663743,0.00177354,0.0246195,0.0264488,0.273208
421,0.703599,4.0104e-05,0.00433831,0.193499,0.155232
422,0.0215859,0.0129485,0.0781506,0.00632201,0.861553
423,0.0346775,0.0365083,0.0700003,0.00479881,0.797295
424,0.775439,0.00211842,0.0109707,0.0437614,0.220468
425,0.616489,0.00288345,0.0262965,0.0327442,0.271502
426,0.0986307,0.0217273,0.0949118,0.0238115,0.742781
427,0.668166,0.00684187,0.0656671,0.00919914,0.29167
428,0.0138135,0.00723505,0.0975392,0.00997768,0.874084
429,0.0871008,0.0030466,0.0449452,0.208257,0.528263
430,0.0145212,0.0191891,0.107162,0.0115205,0.839965
431,0.685125,0.00175182,0.0223321,0.0246964,0.276439
432,0.471632,0.000522314,0.0139954,0.336914,0.139987
433,0.574997,0.00160021,0.010617,0.244113,0.183909
434,0.299551,0.000192784,0.0437155,0.502109,0.110217
435,0.0166361,0.0185714,0.105068,0.00804364,0.878332
436,0.0138135,0.00723505,0.0975392,0.00997768,0.874084
437,0.778319,0.00416739,0.00870876,0.0325337,0.229341
438,0.594615,0.000497827,0.00943475,0.25723,0.123988
439,0.0130905,0.0160006,0.12589,0.0103175,0.878509
440,0.822571,0.00223671,0.0106601,0.0622447,0.164817
441,0.0788733,0.0400432,0.0636271,0.0733169,0.625517
442,0.61616,0.000589038,0.00648252,0.242877,0.171455
443,0.752862,0.000363886,0.0229517,0.0151429,0.324875
444,0.401635,4.31499e-05,0.0167883,0.343307,0.206262
445,0.558375,0.000728551,0.00864272,0.261129,0.160133
446,0.434522,0.00100515,0.0591021,0.327577,0.150393
447,0.553356,0.00226533,0.018446,0.106671,0.204808
448,0.269902,0.122553,0.0332708,0.030521,0.497473
449,0.124313,0.0114636,0.0377937,0.0260292,0.630026
450,0.090146,0.00303212,0.0433149,0.203802,0.529826
451,0.0130484,0.0215235,0.128201,0.0138343,0.849981
452,0.144739,0.00699879,0.214451,0.199898,0.146004
453,0.591066,0.00324437,0.0123582,0.221238,0.164785
454,0.010053,0.0212355,0.173788,0.0185254,0.8162
455,0.379234,0.00103477,0.0736161,0.365052,0.145579
456,0.540451,0.000875545,0.0121754,0.306996,0.118785
457,0.702682,0.000138578,0.0380358,0.0214015,0.260212
458,0.0417189,0.00665037,0.176366,0.257729,0.493737
459,0.739422,0.00319566,0.0102616,0.0508734,0.256371
460,0.0134869,0.0257111,0.0784266,0.0105825,0.886934
461,0.593493,4.94944e-06,0.0327056,0.231442,0.11785
462,0.350812,0.0025317,0.0277882,0.36401,0.181801
463,0.0155086,0.0280423,0.114665,0.00896302,0.829354
464,0.0612394,0.00661838,0.0546674,0.317365,0.473828
465,0.52344,0.00320881,0.0207013,0.290276,0.163174
466,0.700825,1.6433e-06,0.0101678,0.180357,0.165504
467,0.0507774,0.0159439,0.327608,0.0462989,0.60556
468,0.440355,0.00476022,0.0655955,0.148918,0.153253
469,0.706563,0.0036443,0.0122111,0.0454566,0.225715
470,0.699631,4.08843e-07,0.0174695,0.0382298,0.24628
